"filename", "language", "Log", "HTML", "Python", "Batch", "Verilog", "C++", "Ini", "C", "Markdown", "XML", "comment", "blank", "total"
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\mars_duipai\duipai.bat", "Batch", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\mars_duipai\rand.c", "C", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 1, 22
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\auto_test.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\dasm.py", "Python", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 11, 202
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\mips_gen.cpp", "C++", 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 2, 194
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\run.py", "Python", 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 2, 22, 277
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\run_old.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 7, 39
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\2021年北航计组P3实验报告.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 722, 0, 0, 70, 792
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\run.py", "Python", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 4, 18, 294
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\run_dp.py", "Python", 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 2, 22, 277
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\run_new.py", "Python", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 4, 19, 308
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\submit\p3\test_gen.cpp", "C++", 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 1, 2, 197
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\auto_test.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\dasm.py", "Python", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 11, 202
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\mips_gen.cpp", "C++", 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 2, 194
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\run.py", "Python", 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 2, 21, 279
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\run_old.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 7, 39
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_1024\test_gen.cpp", "C++", 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 46, 2, 241
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-alu.py", "Python", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-dm.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-rand-logs\dasm.py", "Python", 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 7, 18, 234
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-rand-logs\test-rand-0.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\test-rand.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_advanced\testlib.py", "Python", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 12, 84
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_gen.cpp", "C++", 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 1, 2, 197
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\auto_test.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\dasm.py", "Python", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 11, 202
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\mips_gen.cpp", "C++", 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 2, 194
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\run.py", "Python", 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 4, 19, 310
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_lwl+\test_gen.cpp", "C++", 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 1, 2, 197
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\auto_test.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\dasm.py", "Python", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 11, 202
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\mips_gen.cpp", "C++", 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 2, 194
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\run.py", "Python", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 4, 18, 294
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars\test_gen.cpp", "C++", 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 1, 2, 197
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\auto_test.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\dasm.py", "Python", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 11, 202
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\mips_gen.cpp", "C++", 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 2, 194
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\run.py", "Python", 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 4, 18, 294
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_mars_0x3000\test_gen.cpp", "C++", 0, 0, 0, 0, 0, 199, 0, 0, 0, 0, 3, 2, 204
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\auto_test.py", "Python", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\dasm.py", "Python", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 11, 202
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\mips_gen.cpp", "C++", 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 1, 153
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\run.py", "Python", 0, 0, 253, 0, 0, 0, 0, 0, 0, 0, 2, 22, 277
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\run_old.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 7, 39
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p3\test_old\test_gen.cpp", "C++", 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 1, 1, 147
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\2021年北航计组P3实验报告.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 1226, 0, 0, 90, 1316
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\ALU.v", "Verilog", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 19, 1, 49
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\ALU_summary.html", "HTML", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 79
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\DM.v", "Verilog", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 19, 3, 59
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\EXT.v", "Verilog", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 19, 2, 39
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\IFU.v", "Verilog", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 19, 1, 53
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\IM.v", "Verilog", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 19, 1, 35
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\MUX.v", "Verilog", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 4, 63
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\PC.v", "Verilog", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 19, 2, 37
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\ctroller.v", "Verilog", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 19, 1, 177
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\fuse.log", "Log", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 42
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\fuseRelaunch.cmd", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\grf.v", "Verilog", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 19, 3, 58
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\isim_usage_statistics.html", "HTML", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\isimcrash.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\isimkernel.log", "Log", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000000005671392_1621229167.c", "C", 0, 0, 0, 0, 0, 0, 0, 499, 0, 0, 12, 54, 565
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000000232094676_4237333570.c", "C", 0, 0, 0, 0, 0, 0, 0, 505, 0, 0, 12, 42, 559
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000000590662661_2924402094.c", "C", 0, 0, 0, 0, 0, 0, 0, 593, 0, 0, 12, 70, 675
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000000949106635_0794418532.c", "C", 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 12, 23, 130
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000001037214831_3037376393.c", "C", 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 12, 16, 121
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000001238004437_3877310806.c", "C", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 12, 7, 32
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000001419894099_0411512150.c", "C", 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 12, 21, 115
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000001639874526_2153788499.c", "C", 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 12, 25, 143
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000002047498008_0783707848.c", "C", 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 12, 25, 157
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000002252474981_3735986636.c", "C", 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 12, 25, 263
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000002616059904_0886308060.c", "C", 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 12, 31, 289
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000002680313779_1733832700.c", "C", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 12, 16, 92
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000002749980363_1785967555.c", "C", 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 12, 19, 134
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\m_00000000003479401834_1586688398.c", "C", 0, 0, 0, 0, 0, 0, 0, 499, 0, 0, 12, 39, 550
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\isim\mips.exe.sim\work\mips.exe_main.c", "C", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 11, 12, 47
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\mips.v", "Verilog", 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 21, 17, 162
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\mipsAutoTest.v", "Verilog", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 27, 10, 53
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\mips_tb.v", "Verilog", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 26, 10, 51
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\pcCalc.v", "Verilog", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 19, 1, 53
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\run.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 2, 4, 66
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\splitter.v", "Verilog", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 19, 2, 40
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu\xilinxsim.ini", "Ini", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\ALU.v", "Verilog", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 4, 39
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\ALU_summary.html", "HTML", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 80
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\CTR.v", "Verilog", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 12, 106
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\DM.v", "Verilog", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 12, 94
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\DP_summary.html", "HTML", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 79
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\EXT.v", "Verilog", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\IFU.v", "Verilog", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\NPC.v", "Verilog", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\RF.v", "Verilog", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 8, 52
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\auto_test.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\const.v", "Verilog", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 8, 3, 87
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\fuse.log", "Log", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\fuseRelaunch.cmd", "Batch", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim.cmd", "Batch", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim.log", "Log", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 164
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\isim_usage_statistics.html", "HTML", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\isimcrash.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\isimkernel.log", "Log", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000000996418976_0724051272.c", "C", 0, 0, 0, 0, 0, 0, 0, 12422, 0, 0, 12, 1242, 13676
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000001554229104_1785967555.c", "C", 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 12, 21, 142
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000001857157825_0757879789.c", "C", 0, 0, 0, 0, 0, 0, 0, 250, 0, 0, 12, 36, 298
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000002047498008_0258635663.c", "C", 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 12, 26, 165
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000002432816672_3877310806.c", "C", 0, 0, 0, 0, 0, 0, 0, 1050, 0, 0, 12, 175, 1237
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000002638945597_0621066737.c", "C", 0, 0, 0, 0, 0, 0, 0, 755, 0, 0, 12, 94, 861
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000003040503998_0886308060.c", "C", 0, 0, 0, 0, 0, 0, 0, 629, 0, 0, 12, 97, 738
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000003192396490_2924402094.c", "C", 0, 0, 0, 0, 0, 0, 0, 1174, 0, 0, 12, 99, 1285
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\m_00000000003528813338_3224323566.c", "C", 0, 0, 0, 0, 0, 0, 0, 599, 0, 0, 12, 59, 670
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips.exe.sim\work\mips.exe_main.c", "C", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 11, 12, 42
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\isimcrash.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\isimkernel.log", "Log", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000000996418976_0724051272.c", "C", 0, 0, 0, 0, 0, 0, 0, 12747, 0, 0, 12, 1250, 14009
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001554229104_1785967555.c", "C", 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 12, 22, 150
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000001857157825_0757879789.c", "C", 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 12, 38, 312
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002047498008_0258635663.c", "C", 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 12, 27, 171
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002432816672_3877310806.c", "C", 0, 0, 0, 0, 0, 0, 0, 1050, 0, 0, 12, 175, 1237
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000002638945597_0621066737.c", "C", 0, 0, 0, 0, 0, 0, 0, 775, 0, 0, 12, 102, 889
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003040503998_0886308060.c", "C", 0, 0, 0, 0, 0, 0, 0, 645, 0, 0, 12, 101, 758
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003192396490_2924402094.c", "C", 0, 0, 0, 0, 0, 0, 0, 1214, 0, 0, 12, 108, 1334
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000003528813338_3224323566.c", "C", 0, 0, 0, 0, 0, 0, 0, 614, 0, 0, 12, 61, 687
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\m_00000000004134447467_2073120511.c", "C", 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 12, 41, 338
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\mips_tb_isim_beh.exe.sim\work\mips_tb_isim_beh.exe_main.c", "C", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 11, 12, 44
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\tb_ctr_isim_beh.exe.sim\isimcrash.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\tb_ctr_isim_beh.exe.sim\isimkernel.log", "Log", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"c:\Users\86135\Desktop\CO_blogs\self\2021_computer_architecture\test_demo\test_p4\cpu_beta\isim\tb_ctr_isim_beh.exe.sim\work\m_00000000000996418976_0724051272.c", "C", 0, 0, 0, 0, 0, 0, 0, 12680, 0, 0, 12, 1248, 13940
